food_name,calories,protein,carbs,fats,estimated_gi,glycemic_load,food_type,meal_type
Cashew Feni,150,0,10.0,0.0,22.0,2.2,Veg,Unknown
Tizaan,180,4,35.0,2.0,70.0,24.5,Veg,Lunch/Dinner
Goan Bebinca,390,10,50.0,20.0,40.0,20.0,Veg,Unknown
Chana Ros,260,12,35.0,10.0,42.0,14.7,Veg,Unknown
Crab Bhurjee,320,22,18.0,15.0,50.0,9.0,Non-Veg,Lunch/Dinner
Shark Fry,350,30,12.0,20.0,0.0,0.0,Non-Veg,Breakfast
Feijoada,460,20,40.0,25.0,10.0,4.0,Veg,Unknown
Pork Sorpotel,500,25,15.0,35.0,0.0,0.0,Non-Veg,Breakfast
Goan Fish Fry,340,30,12.0,18.0,0.0,0.0,Non-Veg,Lunch/Dinner
Fried Mussels,400,28,20.0,22.0,0.0,0.0,Non-Veg,Unknown
Beef Assado,480,30,15.0,35.0,0.0,0.0,Non-Veg,Breakfast
Mushroom Recheado,240,8,28.0,10.0,10.0,2.8,Non-Veg,Breakfast
Fish Hooman,320,25,18.0,18.0,0.0,0.0,Non-Veg,Lunch/Dinner
Fish Roe Curry,330,28,20.0,22.0,0.0,0.0,Non-Veg,Lunch/Dinner
Spicy Rawa Fried Fish,350,30,20.0,18.0,0.0,0.0,Non-Veg,Unknown
Rawa Fried Prawns,370,28,18.0,22.0,0.0,0.0,Non-Veg,Breakfast
Chana Bhaji,240,12,35.0,10.0,65.0,22.75,Veg,Breakfast
Goan Fish Cutlet,330,30,20.0,15.0,0.0,0.0,Non-Veg,Lunch/Dinner
Goan Style Omelette,300,22,18.0,20.0,49.0,8.82,Non-Veg,Unknown
Pork Amsol,450,22,20.0,30.0,0.0,0.0,Non-Veg,Unknown
Peixe Recheado,320,25,18.0,18.0,50.0,9.0,Non-Veg,Breakfast
Ambadyachi Uddamethi,160,4,25.0,6.0,0.0,0.0,Veg,Unknown
Mackerel Rava Fry,350,28,12.0,18.0,0.0,0.0,Non-Veg,Lunch/Dinner
Beef Croquettes,430,28,20.0,30.0,0.0,0.0,Non-Veg,Unknown
Fish Amotik,340,28,20.0,18.0,0.0,0.0,Non-Veg,Breakfast
Aamat,250,20,15.0,12.0,50.0,7.5,Veg,Breakfast
Chana Badi,170,6,18.0,7.0,45.0,8.1,Veg,Unknown
Thethri,160,4,22.0,9.0,35.0,7.7,Veg,Lunch/Dinner
Faraa,140,4,20.0,4.0,0.0,0.0,Veg,Breakfast
Dubki Kadi,180,6,28.0,6.0,0.0,0.0,Veg,Breakfast
Chausela,230,8,30.0,8.0,15.0,4.5,Veg,Unknown
Chana Dal Puri,190,5,32.0,6.0,10.0,3.2,Veg,Breakfast
Bafauri,150,7,22.0,5.0,85.0,18.7,Veg,Breakfast
Bhajia,220,6,25.0,10.0,65.0,16.25,Veg,Breakfast
Bore Baasi,180,4,35.0,5.0,5.0,1.75,Veg,Breakfast
Arsa,150,3,28.0,3.0,50.0,14.0,Veg,Breakfast
Khadi Patal Bhaji,90,4,10.0,2.0,65.0,6.5,Veg,Breakfast
Tikar Badi,170,8,22.0,5.0,45.0,9.9,Veg,Unknown
Dubu Roti,200,5,35.0,7.0,0.0,0.0,Veg,Breakfast
Angakar Roti,210,6,33.0,6.0,47.0,15.51,Veg,Breakfast
Kusli,190,4,26.0,5.0,56.0,14.56,Veg,Unknown
Tilgur,110,3,12.0,3.0,55.0,6.6,Veg,Unknown
Balushahi,220,4,35.0,12.0,5.0,1.75,Veg,Unknown
Dehrori,230,6,40.0,10.0,0.0,0.0,Veg,Breakfast
Khichiya,170,6,28.0,5.0,65.0,18.2,Veg,Breakfast
Bhai Bhata,160,5,24.0,3.0,20.0,4.8,Veg,Breakfast
Cheela,190,8,28.0,6.0,30.0,8.4,Veg,Breakfast
Rakhia Badi,160,7,25.0,6.0,45.0,11.25,Veg,Unknown
Khurmi,170,4,24.0,8.0,85.0,20.4,Veg,Breakfast
Phara,140,3,30.0,4.0,75.0,22.5,Veg,Breakfast
Fiki Kadhi,110,3,15.0,4.0,52.5,7.875,Veg,Lunch/Dinner
Sanna Pakora,220,5,27.0,10.0,75.0,20.25,Veg,Breakfast
Bhabhro,140,5,20.0,5.0,20.0,4.0,Veg,Breakfast
Bara Kadhi,180,6,30.0,7.0,52.5,15.75,Veg,Breakfast
Dahi Baati,220,8,25.0,10.0,67.5,16.875,Veg,Breakfast
Chira,100,2,18.0,2.0,0.0,0.0,Veg,Breakfast
Gulgula,170,3,28.0,6.0,75.5,21.14,Veg,Breakfast
Bhakhra,180,6,30.0,6.0,20.0,6.0,Veg,Breakfast
Khoba Roti,210,6,33.0,8.0,48.0,15.84,Veg,Breakfast
Bada,190,6,30.0,8.0,67.5,20.25,Veg,Breakfast
Arhar Dal,150,6,22.0,3.0,10.0,2.2,Veg,Breakfast
Kaddu Bharta,120,4,18.0,5.0,30.0,5.4,Veg,Breakfast
Biranji,200,5,35.0,7.0,50.0,17.5,Non-Veg,Lunch/Dinner
Mawa Bati,250,7,40.0,15.0,20.0,8.0,Veg,Lunch/Dinner
Gul Bhajiya,180,5,28.0,8.0,65.0,18.2,Veg,Breakfast
Tilkut,120,3,15.0,3.0,31.0,4.65,Veg,Unknown
Chakli,190,6,25.0,10.0,15.0,3.75,Veg,Breakfast
Gur Halwa,220,5,35.0,12.0,77.5,27.125,Veg,Breakfast
Chana Ghughra,170,8,22.0,5.0,62.0,13.64,Veg,Unknown
Mawa Jalebi,320,5,50.0,10.0,51.0,25.5,Veg,Breakfast
Masala Bhat,180,5,30.0,5.0,0.0,0.0,Veg,Breakfast
Sabudana Vada,210,6,28.0,10.0,72.5,20.3,Veg,Breakfast
Sattu Paratha,320,10,48.0,8.0,38.0,18.24,Veg,Breakfast
Chana Ghugni,180,8,25.0,4.0,62.0,15.5,Veg,Unknown
Malpua,270,4,40.0,10.0,75.0,30.0,Veg,Breakfast
Khaja,340,5,52.0,15.0,51.0,26.52,Veg,Breakfast
Aloo Kachori,400,7,60.0,15.0,90.0,54.0,Veg,Breakfast
Kadhi Badi,350,8,40.0,10.0,45.0,18.0,Veg,Breakfast
Sev Tamatar,200,4,25.0,8.0,48.0,12.0,Veg,Breakfast
Makhana Kheer,280,5,40.0,8.0,65.0,26.0,Veg,Breakfast
Chura Dahi,320,8,50.0,10.0,45.0,22.5,Veg,Breakfast
Besar,180,6,28.0,5.0,15.0,4.2,Veg,Breakfast
Parwal ki Mithai,290,6,40.0,10.0,38.0,15.2,Veg,Breakfast
Anarsa,240,4,40.0,6.0,48.0,19.2,Veg,Breakfast
Kesar Peda,320,6,35.0,12.0,10.0,3.5,Veg,Unknown
Lai,230,3,38.0,5.0,55.0,20.9,Veg,Breakfast
Pedakiya,350,7,55.0,15.0,65.0,35.75,Veg,Unknown
Tarua,280,4,45.0,8.0,35.0,15.75,Veg,Unknown
Aloo Chop,350,6,55.0,12.0,10.0,5.5,Veg,Breakfast
Bhunjia,180,6,25.0,4.0,51.0,12.75,Non-Veg,Breakfast
Dahi Chura,320,7,40.0,10.0,10.0,4.0,Veg,Breakfast
Dal Bati,370,8,55.0,15.0,10.0,5.5,Veg,Lunch/Dinner
Puri Sabzi,400,10,60.0,18.0,85.0,51.0,Veg,Breakfast
Dhuska,260,5,45.0,8.0,50.0,22.5,Veg,Unknown
Bihari Kebab,450,25,40.0,28.0,0.0,0.0,Non-Veg,Breakfast
Bihari Fish Fry,400,30,35.0,22.0,0.0,0.0,Non-Veg,Lunch/Dinner
Chura Mutton,500,30,50.0,20.0,0.0,0.0,Non-Veg,Breakfast
Bihari Egg Roll,300,20,40.0,15.0,0.0,0.0,Non-Veg,Unknown
Champaran Mutton,550,35,40.0,30.0,62.0,24.8,Non-Veg,Breakfast
Bihari Chicken Curry,480,28,50.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Mutton Saag,420,30,35.0,22.0,0.0,0.0,Non-Veg,Breakfast
Bihari Prawn Fry,360,25,30.0,18.0,0.0,0.0,Non-Veg,Unknown
Fish Pulao,400,25,55.0,15.0,65.0,35.75,Non-Veg,Lunch/Dinner
Paneer Kebab,350,15,40.0,18.0,0.0,0.0,Non-Veg,Lunch/Dinner
Makhana Curry,280,8,35.0,12.0,45.0,15.75,Veg,Lunch/Dinner
Chana Dal Fry,220,10,30.0,5.0,10.0,3.0,Veg,Lunch/Dinner
Roti Sabzi,300,7,45.0,10.0,47.0,21.15,Veg,Breakfast
Bihari Dal,220,8,30.0,5.0,10.0,3.0,Veg,Breakfast
Sattu Drink,180,8,25.0,4.0,60.0,15.0,Veg,Unknown
Bihari Rajma,280,10,45.0,8.0,27.0,12.15,Veg,Lunch/Dinner
Bihari Chicken Fry,500,35,55.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Bihari Fish Pulao,450,30,60.0,20.0,65.0,39.0,Non-Veg,Lunch/Dinner
Chicken Ghugni,350,25,40.0,20.0,0.0,0.0,Non-Veg,Breakfast
Mutton Bharta,500,35,50.0,30.0,50.0,25.0,Non-Veg,Breakfast
Egg Pulao,400,25,55.0,15.0,0.0,0.0,Non-Veg,Lunch/Dinner
Bihari Mutton Curry,550,35,60.0,30.0,0.0,0.0,Non-Veg,Lunch/Dinner
Prawn Pulao,380,22,50.0,18.0,65.0,32.5,Non-Veg,Breakfast
Bihari Prawn Curry,350,22,35.0,18.0,0.0,0.0,Non-Veg,Lunch/Dinner
Assamese Fish Curry,250,18,15.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Masor Tenga,220,25,12.0,10.0,27.5,3.3,Non-Veg,Breakfast
Bora Saul,130,3,28.0,0.5,25.0,7.0,Veg,Unknown
Duck Meat Curry,300,22,8.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Bhapa Alu,200,4,30.0,6.0,10.0,3.0,Veg,Breakfast
Aloo Pitika,190,3,25.0,8.0,85.0,21.25,Veg,Breakfast
Xukhua Murgi,270,20,12.0,22.0,85.0,10.2,Non-Veg,Breakfast
Masor Tenga with Bamboo Shoot,240,23,14.0,11.0,20.0,2.8,Non-Veg,Breakfast
Ona,180,4,32.0,5.0,51.0,16.32,Veg,Breakfast
Tenga Paat,200,4,15.0,5.0,0.0,0.0,Non-Veg,Breakfast
Tamul Pitha,160,2,40.0,1.0,57.0,22.8,Veg,Unknown
Sukuti,350,25,10.0,30.0,15.0,1.5,Non-Veg,Unknown
Murgi Khar,290,20,14.0,23.0,85.0,11.9,Non-Veg,Breakfast
Kumura,180,4,20.0,6.0,43.0,8.6,Veg,Unknown
Bora Saul Pitha,170,4,33.0,2.0,25.0,8.25,Veg,Unknown
Bhut Jolokia Pickle,120,2,10.0,4.0,40.0,4.0,Veg,Unknown
Laar,200,3,28.0,7.0,70.0,19.6,Veg,Breakfast
Patot Diya Maas,280,22,13.0,15.0,65.0,8.45,Non-Veg,Unknown
Silkworm Curry,350,25,8.0,30.0,45.0,3.6,Veg,Lunch/Dinner
Mung Dal,200,13,34.0,2.0,10.0,3.4,Veg,Breakfast
Koni Pitha,160,3,32.0,4.0,57.0,18.24,Veg,Unknown
Patot Diya Tenga,250,21,16.0,12.0,65.0,10.4,Non-Veg,Breakfast
Khar with Peanuts,210,7,12.0,11.0,15.0,1.8,Veg,Breakfast
Masor Tenga with Potatoes,260,24,18.0,10.0,70.0,12.6,Non-Veg,Breakfast
Mezika,180,3,29.0,4.0,50.0,14.5,Veg,Unknown
Aloo Tenga,190,5,27.0,3.0,10.0,2.7,Non-Veg,Breakfast
Pitika with Mustard Oil,210,4,35.0,8.0,70.0,24.5,Veg,Unknown
Bhapa Alu with Peanuts,220,5,32.0,8.0,15.0,4.8,Veg,Breakfast
Assamese Style Egg Curry,240,12,10.0,15.0,0.0,0.0,Non-Veg,Lunch/Dinner
Khar with Pumpkin,200,4,30.0,6.0,65.0,19.5,Veg,Breakfast
Fish Curry with Vegetables,260,25,20.0,12.0,0.0,0.0,Non-Veg,Breakfast
Tenga with Lentils,210,10,20.0,6.0,32.0,6.4,Non-Veg,Unknown
Pitha with Jaggery,170,3,35.0,1.0,70.0,24.5,Veg,Unknown
Assamese Chicken Stew,280,20,15.0,22.0,0.0,0.0,Non-Veg,Unknown
Masoor Dal with Vegetables,230,15,32.0,6.0,27.5,8.8,Veg,Breakfast
Bora Pitha,160,4,30.0,2.0,57.0,17.1,Veg,Unknown
Duck Curry with Bamboo Shoot,330,24,12.0,25.0,0.0,0.0,Non-Veg,Unknown
Khar with Fish,230,20,18.0,10.0,70.0,12.6,Non-Veg,Breakfast
Chutney with Ginger,90,3,18.0,2.0,15.0,2.7,Veg,Unknown
Sukuti with Beans,360,26,12.0,32.0,70.0,8.4,Non-Veg,Unknown
Pitha with Coconut,180,4,30.0,3.0,45.0,13.5,Veg,Breakfast
Duck Curry with Potato,340,26,15.0,28.0,0.0,0.0,Non-Veg,Breakfast
Patot Diya Aloo,200,5,25.0,7.0,62.5,15.625,Non-Veg,Lunch/Dinner
Masoor Dal with Pumpkin,220,14,28.0,5.0,10.0,2.8,Veg,Breakfast
Mezika with Coconut,190,4,29.0,5.0,45.0,13.05,Veg,Unknown
Patot Diya Maas with Bamboo Shoot,270,22,15.0,12.0,20.0,3.0,Non-Veg,Unknown
Mung Dal with Spinach,210,14,30.0,4.0,10.0,3.0,Veg,Unknown
Xukhua Murgi with Rice,320,22,12.0,25.0,73.0,8.76,Non-Veg,Breakfast
Aloo Bhaji with Peanuts,200,4,28.0,9.0,15.0,4.2,Veg,Breakfast
Assamese Pork Curry,340,24,10.0,30.0,0.0,0.0,Non-Veg,Lunch/Dinner
Tenga with Pumpkin,190,5,25.0,7.0,65.0,16.25,Non-Veg,Unknown
Sukuti with Rice,370,26,12.0,32.0,73.0,8.76,Non-Veg,Unknown
Aloo Pitika with Chutney,210,4,35.0,6.0,70.0,24.5,Veg,Breakfast
Duck with Lentils,330,26,15.0,28.0,0.0,0.0,Non-Veg,Unknown
Khar with Eggplant,200,4,30.0,5.0,0.0,0.0,Veg,Breakfast
Pitha with Sugar,170,5,35.0,2.0,58.0,20.3,Veg,Unknown
Masor Tenga with Beans,250,21,16.0,10.0,70.0,11.2,Non-Veg,Breakfast
Chutney with Peanuts,100,3,20.0,2.0,15.0,3.0,Veg,Unknown
Bora Saul with Coconut,140,3,30.0,1.0,45.0,13.5,Veg,Unknown
Tamul Pitha with Jaggery,170,4,35.0,1.0,70.0,24.5,Veg,Unknown
Masoor Dal with Eggplant,230,14,28.0,6.0,15.0,4.2,Veg,Breakfast
Silkworm Curry with Vegetables,360,26,9.0,31.0,0.0,0.0,Veg,Breakfast
Duck Curry with Eggplant,340,27,12.0,28.0,0.0,0.0,Non-Veg,Unknown
Bhapa Alu with Tomato,210,5,31.0,6.0,26.5,8.215,Veg,Breakfast
Xukhua Murgi with Tomato,320,22,13.0,24.0,26.5,3.445,Non-Veg,Breakfast
Aloo Tenga with Fish,250,23,18.0,11.0,70.0,12.6,Non-Veg,Breakfast
Pitha with Banana,180,4,32.0,2.0,51.0,16.32,Veg,Lunch/Dinner
Khar with Rice,210,5,30.0,6.0,73.0,21.9,Veg,Breakfast
Masor Tenga with Lentils,260,24,20.0,11.0,32.0,6.4,Non-Veg,Breakfast
Bamboo Shoot Curry with Peanuts,220,5,27.0,5.0,15.0,4.05,Veg,Lunch/Dinner
Khar with Carrots,190,4,28.0,5.0,47.0,13.16,Veg,Breakfast
Sukuti with Potato,360,27,10.0,31.0,70.0,7.0,Non-Veg,Breakfast
Patot Diya Duck,340,25,16.0,28.0,0.0,0.0,Non-Veg,Unknown
Mung Dal with Rice,220,15,30.0,4.0,10.0,3.0,Veg,Unknown
Duck with Pumpkin,340,26,14.0,29.0,0.0,0.0,Non-Veg,Unknown
Bora Saul with Peanuts,150,4,28.0,1.0,15.0,4.2,Veg,Unknown
Pitha with Jaggery and Coconut,180,5,33.0,2.0,45.0,14.85,Veg,Unknown
Aloo Bhaji with Coconut,210,4,28.0,8.0,45.0,12.6,Veg,Breakfast
Masor Tenga with Spinach,240,22,16.0,10.0,15.0,2.4,Non-Veg,Breakfast
Khar with Pumpkin Seeds,200,5,20.0,6.0,65.0,13.0,Veg,Breakfast
Mung Dal with Pumpkin,210,14,29.0,4.0,10.0,2.9,Veg,Unknown
Pitha with Banana and Jaggery,190,4,34.0,1.0,51.0,17.34,Veg,Lunch/Dinner
Sukuti with Spinach,370,27,12.0,33.0,15.0,1.8,Non-Veg,Unknown
Khar with Lentils,210,7,25.0,5.0,32.0,8.0,Veg,Breakfast
Duck Curry with Potato and Carrots,340,27,15.0,30.0,47.0,7.05,Non-Veg,Breakfast
Masoor Dal with Carrots,220,14,28.0,6.0,47.0,13.16,Veg,Breakfast
Silkworm Curry with Spinach,370,27,10.0,31.0,15.0,1.5,Veg,Unknown
Pitha with Peanuts,170,4,32.0,3.0,15.0,4.8,Veg,Unknown
Bhapa Alu with Spinach,210,5,28.0,6.0,15.0,4.2,Veg,Breakfast
Khar with Potato,200,4,30.0,5.0,70.0,21.0,Veg,Breakfast
Duck Curry with Beans,350,27,15.0,28.0,0.0,0.0,Non-Veg,Unknown
Sukuti with Carrots,360,27,10.0,32.0,47.0,4.7,Non-Veg,Breakfast
Masor Tenga with Eggplant,250,22,18.0,11.0,15.0,2.7,Non-Veg,Breakfast
Pitha with Coconut and Jaggery,190,5,34.0,2.0,45.0,15.3,Veg,Breakfast
Aloo Pitika with Pumpkin,200,4,30.0,7.0,65.0,19.5,Veg,Breakfast
Duck with Spinach,340,26,14.0,28.0,0.0,0.0,Non-Veg,Unknown
Bhapa Alu with Eggplant,220,5,32.0,6.0,0.0,0.0,Veg,Breakfast
Khar with Spinach,210,4,28.0,5.0,15.0,4.2,Veg,Breakfast
Sukuti with Eggplant,370,27,12.0,34.0,0.0,0.0,Non-Veg,Unknown
Tamul Pitha with Coconut,170,3,32.0,2.0,45.0,14.4,Veg,Unknown
Duck Curry with Tomatoes,340,27,16.0,30.0,0.0,0.0,Non-Veg,Unknown
Masoor Dal with Peanuts,230,14,30.0,5.0,10.0,3.0,Veg,Breakfast
Khar with Fish and Peanuts,250,22,16.0,11.0,15.0,2.4,Non-Veg,Breakfast
Sukuti with Spinach and Carrots,380,27,12.0,34.0,47.0,5.64,Non-Veg,Breakfast
Aloo Bhaji with Tomatoes,220,5,28.0,7.0,26.5,7.42,Veg,Breakfast
Duck Curry with Potatoes and Carrots,350,26,16.0,30.0,47.0,7.52,Non-Veg,Breakfast
Pitha with Jaggery and Banana,190,4,35.0,2.0,51.0,17.85,Veg,Lunch/Dinner
Masor Tenga with Carrots,260,22,16.0,11.0,47.0,7.52,Non-Veg,Breakfast
Bhapa Alu with Peanuts and Tomatoes,230,6,30.0,7.0,15.0,4.5,Veg,Breakfast
Duck Curry with Spinach and Carrots,340,27,15.0,29.0,47.0,7.05,Non-Veg,Breakfast
Masoor Dal with Beans,220,14,30.0,6.0,10.0,3.0,Veg,Breakfast
Duck Curry with Eggplant and Beans,350,26,16.0,30.0,15.0,2.4,Non-Veg,Unknown
Sukuti with Carrots and Spinach,380,27,10.0,34.0,47.0,4.7,Non-Veg,Breakfast
Masor Tenga with Beans and Eggplant,270,23,18.0,12.0,15.0,2.7,Non-Veg,Breakfast
Aloo Pitika with Spinach,200,4,30.0,6.0,15.0,4.5,Veg,Breakfast
Khar with Tomatoes,200,4,28.0,5.0,26.5,7.42,Veg,Breakfast
Duck Curry with Pumpkin and Beans,340,26,15.0,30.0,65.0,9.75,Non-Veg,Unknown
Bhapa Alu with Carrots,210,5,28.0,6.0,47.0,13.16,Veg,Breakfast
Khar with Eggplant and Tomatoes,210,4,30.0,6.0,15.0,4.5,Veg,Breakfast
Pitha with Banana and Coconut,190,4,34.0,2.0,51.0,17.34,Veg,Lunch/Dinner
Masoor Dal with Spinach and Carrots,230,14,28.0,6.0,47.0,13.16,Veg,Breakfast
Duck Curry with Peanuts and Spinach,350,27,15.0,30.0,15.0,2.25,Non-Veg,Unknown
Sukuti with Beans and Tomatoes,380,27,12.0,33.0,26.5,3.18,Non-Veg,Unknown
Masoor Dal with Eggplant and Beans,230,14,30.0,6.0,15.0,4.5,Veg,Breakfast
Duck Curry with Carrots and Beans,350,26,16.0,30.0,47.0,7.52,Non-Veg,Breakfast
Aloo Bhaji with Eggplant,210,5,28.0,7.0,15.0,4.2,Veg,Breakfast
Sukuti with Eggplant and Beans,380,27,12.0,33.0,15.0,1.8,Non-Veg,Unknown
Khar with Beans and Spinach,210,5,28.0,6.0,15.0,4.2,Veg,Breakfast
Duck Curry with Carrots and Spinach,340,26,15.0,29.0,47.0,7.05,Non-Veg,Breakfast
Pitha with Banana and Peanuts,180,4,32.0,2.0,51.0,16.32,Veg,Lunch/Dinner
Masoor Dal with Eggplant and Spinach,230,14,28.0,6.0,15.0,4.2,Veg,Breakfast
Duck Curry with Pumpkin and Spinach,340,27,15.0,30.0,65.0,9.75,Non-Veg,Unknown
Sukuti with Spinach and Beans,380,27,12.0,34.0,15.0,1.8,Non-Veg,Unknown
Pitha with Jaggery and Spinach,190,4,33.0,2.0,15.0,4.95,Veg,Unknown
Masoor Dal with Carrots and Spinach,230,14,28.0,6.0,47.0,13.16,Veg,Breakfast
Duck Curry with Peanuts and Beans,350,27,15.0,30.0,15.0,2.25,Non-Veg,Unknown
Bhapa Alu with Spinach and Carrots,210,5,28.0,6.0,47.0,13.16,Veg,Breakfast
Masoor Dal with Beans and Spinach,230,14,28.0,6.0,27.5,7.7,Veg,Breakfast
Sukuti with Carrots and Beans,380,27,12.0,34.0,47.0,5.64,Non-Veg,Breakfast
Duck Curry with Beans and Spinach,340,27,15.0,30.0,15.0,2.25,Non-Veg,Unknown
Pitha with Spinach and Banana,190,4,33.0,2.0,51.0,16.83,Veg,Lunch/Dinner
Duck Curry with Beans and Carrots,350,27,16.0,30.0,47.0,7.52,Non-Veg,Breakfast
Pitha with Beans and Peanuts,180,4,32.0,2.0,15.0,4.8,Veg,Unknown
Pitha with Spinach and Beans,190,4,33.0,2.0,15.0,4.95,Veg,Unknown
Masoor Dal with Spinach and Beans,230,14,28.0,6.0,27.5,7.7,Veg,Breakfast
Apong,250,18,35.0,5.0,70.0,24.5,Veg,Unknown
Rice Beer,200,1,20.0,0.0,70.0,14.0,Veg,Breakfast
Noodles with Vegetables,350,15,50.0,10.0,70.0,35.0,Veg,Breakfast
Stir-Fried Vegetables,200,10,20.0,5.0,15.0,3.0,Veg,Breakfast
Rice,250,5,50.0,0.0,73.0,36.5,Non-Veg,Lunch/Dinner
Sushi with Pork,300,20,40.0,10.0,55.0,22.0,Non-Veg,Unknown
Pork with Chives,350,25,30.0,20.0,70.0,21.0,Non-Veg,Breakfast
Fried Rice,400,10,60.0,10.0,73.0,43.8,Non-Veg,Lunch/Dinner
Vegetable Pakoda,250,5,30.0,10.0,25.0,7.5,Veg,Breakfast
Spicy Pork,350,20,25.0,25.0,0.0,0.0,Non-Veg,Unknown
Pork with Celery,350,25,25.0,20.0,15.0,3.75,Non-Veg,Breakfast
Spicy Noodles,350,15,50.0,10.0,65.0,32.5,Veg,Unknown
Pork with Tomatoes,350,25,25.0,20.0,26.5,6.625,Non-Veg,Unknown
Pork with Bamboo Shoot Pickle,400,30,30.0,25.0,20.0,6.0,Non-Veg,Unknown
Chicken with Vegetables,350,25,30.0,20.0,0.0,0.0,Non-Veg,Breakfast
Beef with Vegetables,400,30,30.0,25.0,70.0,21.0,Non-Veg,Breakfast
Spicy Chicken Curry,400,30,35.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Pork with Herbs,350,25,25.0,20.0,70.0,17.5,Non-Veg,Unknown
Chicken Stir Fry,300,25,25.0,15.0,0.0,0.0,Non-Veg,Breakfast
Chicken Salad with Greens,250,20,20.0,15.0,0.0,0.0,Non-Veg,Breakfast
Spicy Pork with Rice,400,30,45.0,25.0,73.0,32.85,Non-Veg,Unknown
Vegetable Pakora with Chutney,300,6,35.0,12.0,75.0,26.25,Veg,Breakfast
Chicken with Spices,350,30,25.0,20.0,0.0,0.0,Non-Veg,Breakfast
Beef with Potatoes,400,30,30.0,25.0,70.0,21.0,Non-Veg,Breakfast
Chicken and Vegetable Soup,200,15,20.0,5.0,0.0,0.0,Non-Veg,Breakfast
Pork and Vegetable Stew,350,25,25.0,20.0,0.0,0.0,Non-Veg,Breakfast
Vegetable Rice with Curry,350,12,50.0,10.0,73.0,36.5,Veg,Breakfast
Chicken with Mushrooms,300,25,25.0,15.0,46.0,11.5,Non-Veg,Breakfast
Pork with Noodles,400,30,50.0,15.0,70.0,35.0,Non-Veg,Breakfast
Chicken and Rice Soup,250,20,20.0,5.0,0.0,0.0,Non-Veg,Breakfast
Beef with Rice,400,30,35.0,25.0,73.0,25.55,Non-Veg,Unknown
Chicken Curry with Spinach,350,25,30.0,20.0,0.0,0.0,Non-Veg,Breakfast
Pork and Rice,400,30,40.0,25.0,73.0,29.2,Non-Veg,Unknown
Pork with Green Veggies,350,25,25.0,20.0,0.0,0.0,Non-Veg,Unknown
Spicy Fried Noodles,350,15,50.0,10.0,0.0,0.0,Veg,Unknown
Chicken and Spinach Soup,250,20,20.0,5.0,0.0,0.0,Non-Veg,Breakfast
Pork with Cabbage,350,25,25.0,20.0,10.0,2.5,Non-Veg,Unknown
Chicken and Vegetable Biryani,450,30,50.0,15.0,0.0,0.0,Non-Veg,Breakfast
Pork with Potatoes and Beans,400,30,30.0,25.0,35.0,10.5,Non-Veg,Breakfast
Chicken Soup with Rice,250,20,20.0,5.0,0.0,0.0,Non-Veg,Breakfast
Pork Curry with Rice,400,30,35.0,25.0,73.0,25.55,Non-Veg,Unknown
Vegetable Pakoras with Mint Chutney,300,6,35.0,12.0,75.0,26.25,Veg,Breakfast
Chicken with Beans,350,25,25.0,20.0,0.0,0.0,Non-Veg,Breakfast
Vegetable Soup with Barley,250,8,30.0,5.0,28.0,8.4,Veg,Breakfast
Chicken with Carrots,300,25,20.0,15.0,47.0,9.4,Non-Veg,Breakfast
Vegetable Fritters with Chutney,250,5,30.0,10.0,35.0,10.5,Veg,Breakfast
Chicken Skewers with Vegetables,300,25,15.0,20.0,0.0,0.0,Non-Veg,Breakfast
Spicy Vegetable Noodles,350,15,50.0,10.0,35.0,17.5,Veg,Breakfast
Chicken and Mushroom Soup,250,20,20.0,5.0,0.0,0.0,Non-Veg,Breakfast
Vegetable Korma with Rice,400,12,50.0,15.0,73.0,36.5,Non-Veg,Breakfast
Chicken and Spinach Curry,350,25,30.0,20.0,0.0,0.0,Non-Veg,Breakfast
Pork with Sweet Potatoes,350,25,25.0,20.0,70.0,17.5,Non-Veg,Breakfast
Vegetable Biryani with Cucumber Raita,400,12,50.0,15.0,15.0,7.5,Veg,Breakfast
Pork with Green Beans and Carrots,350,25,25.0,20.0,47.0,11.75,Non-Veg,Breakfast
Vegetable Pakoras with Tomato Chutney,250,6,35.0,12.0,75.0,26.25,Veg,Breakfast
Pork with Mushrooms,350,25,25.0,20.0,10.0,2.5,Non-Veg,Unknown
Spicy Vegetable Stew,200,8,25.0,5.0,0.0,0.0,Veg,Breakfast
Chicken Soup with Vegetables,250,20,20.0,5.0,0.0,0.0,Non-Veg,Breakfast
Pork with Spinach and Carrots,350,25,25.0,20.0,47.0,11.75,Non-Veg,Breakfast
Vegetable Rice with Lentils,350,15,50.0,10.0,32.0,16.0,Veg,Breakfast
Chicken and Beans Soup,250,20,20.0,5.0,0.0,0.0,Non-Veg,Breakfast
Pork Curry with Eggplant,400,30,30.0,25.0,15.0,4.5,Non-Veg,Unknown
Vegetable Fritters with Yogurt Dip,250,5,30.0,10.0,32.0,9.6,Veg,Breakfast
Pork with Sweet Corn,350,25,25.0,20.0,48.0,12.0,Non-Veg,Unknown
